code,name,size_category,sector_33,ticker,wave_types,range_high,range_low,range_pct,slope,touch_high,touch_low,touch_total,atr,bandwidth,breakout_days,per,pbr,market_cap
7270,ＳＵＢＡＲＵ,TOPIX Large70,輸送用機器,7270.T,上昇トレンド|高ボラ（荒い）,3541.45,2917.61,19.32,0.001283,14.0,13.0,27.0,138.43,0.1905,0.0,8.47,0.8,2197796683776.0
7272,ヤマハ発動機,TOPIX Mid400,輸送用機器,7272.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,1247.2,1075.81,14.76,0.000783,7.0,17.0,24.0,47.25,0.2215,2.0,7.76,1.07,1209060294656.0
7276,小糸製作所,TOPIX Mid400,電気機器,7276.T,上昇トレンド|ブレイク気味,2608.7,2088.3,22.16,0.001395,9.0,9.0,18.0,65.32,0.1893,6.0,16.61,1.14,716402917376.0
7282,豊田合成,TOPIX Mid400,輸送用機器,7282.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,4978.85,3507.76,34.67,0.002213,7.0,13.0,20.0,152.0,0.3569,6.0,13.81,1.07,607999229952.0
7309,シマノ,TOPIX Large70,輸送用機器,7309.T,上昇トレンド|ブレイク気味,17759.5,15686.65,12.4,0.000448,12.0,11.0,23.0,489.29,0.1366,6.0,43.67,1.69,1466454507520.0
7313,テイ・エス　テック,TOPIX Mid400,輸送用機器,7313.T,上昇トレンド|ブレイク気味,1963.4,1760.85,10.88,0.000396,12.0,14.0,26.0,31.57,0.0798,6.0,43.86,0.75,231784120320.0
7337,ひろぎんホールディングス,TOPIX Mid400,銀行業,7337.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,1880.2,1375.65,30.99,0.002736,8.0,25.0,33.0,49.0,0.2231,6.0,14.95,1.0,561151868928.0
7453,良品計画,TOPIX Mid400,小売業,7453.T,レンジ（波型）|ブレイク気味|高ボラ（荒い）,3466.07,2781.72,21.91,-4.1e-05,8.0,10.0,18.0,110.32,0.2251,4.0,36.9,5.1,1873196744704.0
7458,第一興商,TOPIX Mid400,卸売業,7458.T,レンジ（波型）,1707.53,1581.88,7.64,7e-05,38.0,16.0,54.0,25.07,0.0398,1.0,11.93,1.46,173414744064.0
7459,メディパルホールディングス,TOPIX Mid400,卸売業,7459.T,上昇トレンド|ブレイク気味,2901.92,2514.97,14.29,0.001129,14.0,15.0,29.0,64.5,0.0801,5.0,14.79,0.93,593830871040.0
7476,アズワン,TOPIX Mid400,卸売業,7476.T,下降トレンド|ブレイク気味,2570.94,2323.93,10.09,-0.000659,17.0,10.0,27.0,50.96,0.1049,4.0,18.08,2.29,156927983616.0
7532,パン・パシフィック・インターナショナルホールディングス,TOPIX Mid400,小売業,7532.T,未分類,1091.56,905.91,18.59,-0.001095,10.0,12.0,22.0,24.93,0.1078,0.0,28.49,4.33,2846006968320.0
7550,ゼンショーホールディングス,TOPIX Mid400,小売業,7550.T,下降トレンド,10100.5,8548.8,16.64,-0.001023,9.0,14.0,23.0,232.93,0.2108,0.0,41.32,4.58,1487179481088.0
7616,コロワイド,TOPIX Mid400,小売業,7616.T,未分類,1953.1,1674.83,15.34,-0.000636,10.0,7.0,17.0,29.68,0.0918,0.0,142.86,2.35,196666310656.0
7649,スギホールディングス,TOPIX Mid400,小売業,7649.T,レンジ（波型）,3886.74,3371.5,14.2,-7.4e-05,12.0,14.0,26.0,108.0,0.1394,0.0,15.65,2.3,645892407296.0
7701,島津製作所,TOPIX Mid400,精密機器,7701.T,上昇トレンド,4430.15,3601.46,20.64,0.001639,17.0,14.0,31.0,102.36,0.0682,0.0,21.41,2.25,1194479976448.0
7729,東京精密,TOPIX Mid400,精密機器,7729.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,14247.75,8200.8,53.87,0.004546,7.0,11.0,18.0,822.5,0.4054,6.0,30.49,3.66,658161795072.0
7731,ニコン,TOPIX Mid400,精密機器,7731.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,1950.0,1608.64,19.18,0.001236,13.0,7.0,20.0,80.68,0.0909,5.0,76.33,1.11,638914461696.0
7733,オリンパス,TOPIX Large70,精密機器,7733.T,ブレイク気味|高ボラ（荒い）,2093.35,1745.7,18.11,0.000654,14.0,10.0,24.0,69.39,0.2135,2.0,18.12,2.22,1720417386496.0
7735,ＳＣＲＥＥＮホールディングス,TOPIX Mid400,電気機器,7735.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,20852.0,11087.17,61.15,0.004724,8.0,9.0,17.0,1014.64,0.2059,6.0,34.01,4.53,2006224863232.0
7741,ＨＯＹＡ,TOPIX Core30,精密機器,7741.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,27386.75,19156.4,35.37,0.0026,8.0,10.0,18.0,1040.0,0.1854,6.0,45.05,9.04,9270136406016.0
7747,朝日インテック,TOPIX Mid400,精密機器,7747.T,上昇トレンド|高ボラ（荒い）,3034.2,2339.2,25.87,0.00126,10.0,13.0,23.0,97.86,0.198,0.0,44.84,4.99,787880542208.0
7751,キヤノン,TOPIX Large70,電気機器,7751.T,上昇トレンド|ブレイク気味,4825.5,4264.16,12.35,0.001079,11.0,25.0,36.0,97.36,0.1242,6.0,13.04,1.2,4205098827776.0
7752,リコー,TOPIX Mid400,電気機器,7752.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,1469.52,1299.3,12.3,0.000848,10.0,17.0,27.0,46.86,0.1919,5.0,13.77,0.73,827664039936.0
7832,バンダイナムコホールディングス,TOPIX Large70,その他製品,7832.T,下降トレンド|ブレイク気味,5104.48,4009.9,24.02,-0.002317,9.0,9.0,18.0,131.14,0.0696,2.0,20.66,3.08,2628316823552.0
7846,パイロットコーポレーション,TOPIX Mid400,その他製品,7846.T,上昇トレンド|ブレイク気味,4960.1,4507.16,9.57,0.000726,11.0,13.0,24.0,93.36,0.0792,6.0,15.2,1.24,179151110144.0
7867,タカラトミー,TOPIX Mid400,その他製品,7867.T,下降トレンド|ブレイク気味,3372.3,2705.0,21.96,-0.002053,10.0,20.0,30.0,55.11,0.0836,2.0,15.38,2.21,245088583680.0
7911,ＴＯＰＰＡＮホールディングス,TOPIX Mid400,その他製品,7911.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,4919.15,3722.75,27.69,0.002715,11.0,19.0,30.0,174.64,0.1151,3.0,16.08,1.02,1332583071744.0
7912,大日本印刷,TOPIX Mid400,その他製品,7912.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,2913.35,2446.79,17.41,0.001491,9.0,12.0,21.0,84.46,0.1991,6.0,12.55,1.15,1345954512896.0
7936,アシックス,TOPIX Large70,その他製品,7936.T,レンジ（波型）|ブレイク気味|高ボラ（荒い）,4164.76,3660.85,12.88,-4.3e-05,13.0,16.0,29.0,182.0,0.2583,3.0,42.74,12.05,3274603495424.0
7951,ヤマハ,TOPIX Mid400,その他製品,7951.T,上昇トレンド|ブレイク気味,1183.85,975.05,19.34,0.001744,9.0,21.0,30.0,31.43,0.1318,6.0,31.06,1.12,534686597120.0
7956,ピジョン,TOPIX Mid400,その他製品,7956.T,下降トレンド,1808.55,1567.18,14.3,-0.00107,15.0,24.0,39.0,29.93,0.0516,0.0,22.83,2.36,195715039232.0
7974,任天堂,TOPIX Core30,その他製品,7974.T,下降トレンド|ブレイク気味|高ボラ（荒い）,13751.27,8776.0,44.17,-0.003283,15.0,7.0,22.0,383.64,0.345,6.0,26.53,3.29,9790253170688.0
7984,コクヨ,TOPIX Mid400,その他製品,7984.T,レンジ（波型）|ブレイク気味,931.53,837.33,10.65,0.000284,19.0,11.0,30.0,23.02,0.0878,3.0,18.58,1.55,385884520448.0
7988,ニフコ,TOPIX Mid400,化学,7988.T,上昇トレンド|ブレイク気味,5071.2,4221.27,18.29,0.001591,10.0,9.0,19.0,129.0,0.0983,4.0,10.23,1.69,475095662592.0
8001,伊藤忠商事,TOPIX Core30,卸売業,8001.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,2108.4,1646.76,24.59,0.002264,8.0,9.0,17.0,59.39,0.1598,5.0,16.18,2.7,15055611494400.0
8002,丸紅,TOPIX Large70,卸売業,8002.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,5661.55,3324.94,52.0,0.004618,7.0,10.0,17.0,252.5,0.3225,6.0,16.69,2.28,9420226428928.0
8012,長瀬産業,TOPIX Mid400,卸売業,8012.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,4434.75,3127.49,34.57,0.003121,7.0,12.0,19.0,119.21,0.228,6.0,19.76,1.14,467484246016.0
8015,豊田通商,TOPIX Large70,卸売業,8015.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,6345.0,3839.6,49.2,0.004463,7.0,8.0,15.0,258.57,0.3211,6.0,18.8,2.3,6919559839744.0
8020,兼松,TOPIX Mid400,卸売業,8020.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,2111.45,1511.63,33.11,0.003261,7.0,17.0,24.0,59.82,0.169,6.0,13.09,1.87,370681937920.0
8031,三井物産,TOPIX Core30,卸売業,8031.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,5236.7,3352.62,43.87,0.004223,7.0,9.0,16.0,180.14,0.1918,6.0,17.21,1.84,15463426818048.0
8035,東京エレクトロン,TOPIX Core30,電気機器,8035.T,上昇トレンド|高ボラ（荒い）,42150.0,20081.28,70.92,0.005769,9.0,10.0,19.0,1772.86,0.0861,0.0,35.84,9.64,19321677938688.0
8053,住友商事,TOPIX Large70,卸売業,8053.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,6330.15,4052.82,43.87,0.004292,11.0,9.0,20.0,211.5,0.1282,6.0,13.02,1.73,7826322751488.0
8056,ＢＩＰＲＯＧＹ,TOPIX Mid400,情報・通信業,8056.T,下降トレンド|ブレイク気味,6330.12,4713.3,29.28,-0.002122,14.0,7.0,21.0,163.5,0.2065,6.0,15.06,2.65,451433037824.0
8058,三菱商事,TOPIX Core30,卸売業,8058.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,4731.35,3259.56,36.84,0.002467,7.0,7.0,14.0,168.79,0.4043,6.0,27.93,1.99,18023593279488.0
8060,キヤノンマーケティングジャパン,TOPIX Mid400,卸売業,8060.T,上昇トレンド|ブレイク気味,6974.05,5622.98,21.45,0.002051,14.0,12.0,26.0,159.07,0.0741,3.0,17.79,1.76,727657021440.0
8086,ニプロ,TOPIX Mid400,精密機器,8086.T,下降トレンド,1550.02,1434.15,7.77,-0.000436,16.0,15.0,31.0,27.04,0.1065,1.0,25.84,0.98,249046908928.0
8088,岩谷産業,TOPIX Mid400,卸売業,8088.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,1916.53,1592.98,18.44,0.001293,8.0,19.0,27.0,61.07,0.115,4.0,9.18,1.06,434577604608.0
8111,ゴールドウイン,TOPIX Mid400,繊維製品,8111.T,未分類,2974.32,2374.66,22.42,0.000618,10.0,11.0,21.0,69.82,0.1024,0.0,14.01,2.8,331801395200.0
8113,ユニ・チャーム,TOPIX Large70,化学,8113.T,下降トレンド|ブレイク気味|高ボラ（荒い）,998.98,883.57,12.26,-0.000498,12.0,18.0,30.0,29.66,0.1723,4.0,28.99,2.36,1879119364096.0
8129,東邦ホールディングス,TOPIX Mid400,卸売業,8129.T,下降トレンド,5552.21,4599.35,18.77,-0.001742,9.0,15.0,24.0,122.93,0.0685,0.0,15.43,1.12,300669403136.0
8136,サンリオ,TOPIX Mid400,卸売業,8136.T,下降トレンド|ブレイク気味|高ボラ（荒い）,7772.46,4711.35,49.04,-0.005013,9.0,16.0,25.0,231.36,0.3134,2.0,29.07,10.45,1439667847168.0
8174,日本瓦斯,TOPIX Mid400,小売業,8174.T,上昇トレンド,3023.1,2702.45,11.2,0.000696,22.0,10.0,32.0,68.36,0.078,1.0,24.88,5.24,324605444096.0
8227,しまむら,TOPIX Mid400,小売業,8227.T,レンジ（波型）,11205.0,9539.9,16.05,4.7e-05,17.0,11.0,28.0,201.43,0.0994,0.0,19.01,1.55,764035465216.0
8233,高島屋,TOPIX Mid400,小売業,8233.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,2236.42,1305.08,52.6,0.003346,7.0,8.0,15.0,84.93,0.3797,6.0,20.0,1.41,674372648960.0
8242,エイチ・ツー・オー　リテイリング,TOPIX Mid400,小売業,8242.T,レンジ（波型）|ブレイク気味|高ボラ（荒い）,2336.27,2043.28,13.38,0.000254,7.0,18.0,25.0,68.36,0.2401,6.0,21.05,0.92,278739681280.0
8252,丸井グループ,TOPIX Mid400,小売業,8252.T,レンジ（波型）,3245.05,2963.25,9.08,-5.4e-05,25.0,14.0,39.0,54.18,0.0859,0.0,19.57,2.37,565746401280.0
8253,クレディセゾン,TOPIX Mid400,その他金融業,8253.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,4443.3,3735.0,17.32,0.001402,9.0,20.0,29.0,163.57,0.184,6.0,10.79,0.9,668723511296.0
8267,イオン,TOPIX Large70,小売業,8267.T,上昇トレンド,2773.62,1772.61,44.04,0.002488,8.0,18.0,26.0,62.96,0.1344,0.0,208.3,5.65,6529633222656.0
8282,ケーズホールディングス,TOPIX Mid400,小売業,8282.T,上昇トレンド|ブレイク気味,1654.55,1486.73,10.68,0.000638,9.0,11.0,20.0,33.57,0.0708,6.0,23.58,1.04,259340517376.0
8283,ＰＡＬＴＡＣ,TOPIX Mid400,卸売業,8283.T,上昇トレンド,4971.0,4475.9,10.48,0.00084,17.0,16.0,33.0,97.5,0.0526,1.0,13.68,1.0,298217734144.0
8303,ＳＢＩ新生銀行,TOPIX Mid400,銀行業,8303.T,データ不足,,,,,,,,,,,13.99,1.43,
8304,あおぞら銀行,TOPIX Mid400,銀行業,8304.T,上昇トレンド|ブレイク気味,2796.0,2203.86,23.69,0.001656,7.0,14.0,21.0,72.04,0.2467,6.0,17.64,0.82,388228218880.0
8306,三菱ＵＦＪフィナンシャル・グループ,TOPIX Core30,銀行業,8306.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,2953.22,2226.92,28.04,0.002492,10.0,19.0,29.0,91.39,0.1408,4.0,17.09,1.53,32538999390208.0
8308,りそなホールディングス,TOPIX Large70,銀行業,8308.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,1966.7,1456.47,29.81,0.002286,7.0,21.0,28.0,84.68,0.3249,6.0,17.92,1.47,4267263918080.0
8309,三井住友トラストグループ,TOPIX Large70,銀行業,8309.T,上昇トレンド|ブレイク気味,5414.25,4134.61,26.8,0.002486,7.0,28.0,35.0,142.0,0.2121,6.0,13.04,1.16,3843116236800.0
8316,三井住友フィナンシャルグループ,TOPIX Core30,銀行業,8316.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,5723.0,3972.8,36.1,0.003807,8.0,20.0,28.0,185.14,0.1998,6.0,15.29,1.4,21816913428480.0
8331,千葉銀行,TOPIX Mid400,銀行業,8331.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,2277.22,1478.85,42.51,0.003856,9.0,25.0,34.0,72.04,0.2922,6.0,18.05,1.27,1579577376768.0
8334,群馬銀行,TOPIX Mid400,銀行業,8334.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,2120.42,1523.97,32.73,0.002785,8.0,17.0,25.0,69.75,0.2942,6.0,16.56,1.32,801665253376.0
8341,七十七銀行,TOPIX Mid400,銀行業,8341.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,9146.95,5562.97,48.73,0.004716,7.0,14.0,21.0,305.79,0.2194,6.0,15.77,1.03,691466076160.0
8354,ふくおかフィナンシャルグループ,TOPIX Mid400,銀行業,8354.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,6691.25,4283.51,43.88,0.003521,8.0,16.0,24.0,247.64,0.4569,6.0,16.5,1.2,1263231959040.0
8359,八十二長野銀行,TOPIX Mid400,銀行業,8359.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,2058.65,1415.85,37.0,0.003339,8.0,17.0,25.0,61.21,0.1985,6.0,16.05,0.86,914356633600.0
8377,ほくほくフィナンシャルグループ,TOPIX Mid400,銀行業,8377.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,5897.55,3563.96,49.33,0.004569,8.0,15.0,23.0,210.64,0.3089,6.0,14.39,1.02,717381042176.0
8410,セブン銀行,TOPIX Mid400,銀行業,8410.T,未分類,305.51,280.27,8.62,0.000674,16.0,25.0,41.0,5.27,0.0512,1.0,18.97,1.26,346558922752.0
8411,みずほフィナンシャルグループ,TOPIX Core30,銀行業,8411.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,7253.15,4707.76,42.56,0.004024,7.0,21.0,28.0,275.29,0.2555,6.0,16.58,1.55,17227060346880.0
8418,山口フィナンシャルグループ,TOPIX Mid400,銀行業,8418.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,2646.82,1728.17,42.0,0.003973,8.0,24.0,32.0,77.89,0.2442,6.0,13.77,0.82,551953432576.0
8424,芙蓉総合リース,TOPIX Mid400,その他金融業,8424.T,レンジ（波型）|ブレイク気味,4504.15,4006.9,11.68,0.000169,8.0,14.0,22.0,82.07,0.0821,6.0,15.11,0.86,408181506048.0
8439,東京センチュリー,TOPIX Mid400,その他金融業,8439.T,上昇トレンド|ブレイク気味,2186.9,1811.94,18.75,0.001669,10.0,17.0,27.0,48.5,0.0791,6.0,8.1,1.03,1089450409984.0
8473,ＳＢＩホールディングス,TOPIX Mid400,証券、商品先物取引業,8473.T,上昇トレンド|高ボラ（荒い）,3623.85,3171.43,13.32,0.000669,10.0,11.0,21.0,116.93,0.0732,0.0,7.89,1.28,2212512661504.0
8570,イオンフィナンシャルサービス,TOPIX Mid400,その他金融業,8570.T,上昇トレンド|ブレイク気味,1770.22,1459.78,19.22,0.001689,13.0,15.0,28.0,35.18,0.1137,5.0,21.1,0.81,381251813376.0
8572,アコム,TOPIX Mid400,その他金融業,8572.T,上昇トレンド,524.44,445.93,16.18,0.001091,8.0,17.0,25.0,10.01,0.0664,0.0,14.92,1.14,794429882368.0
8591,オリックス,TOPIX Large70,その他金融業,8591.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,4937.95,3703.0,28.58,0.002974,7.0,17.0,24.0,150.21,0.2575,6.0,12.69,1.28,5847504125952.0
8593,三菱ＨＣキャピタル,TOPIX Mid400,その他金融業,8593.T,上昇トレンド|ブレイク気味,1421.08,1188.86,17.79,0.001561,7.0,23.0,30.0,27.96,0.1766,6.0,15.7,1.11,2118949535744.0
8595,ジャフコ　グループ,TOPIX Mid400,証券、商品先物取引業,8595.T,未分類,2573.22,2351.95,8.99,-0.000412,14.0,19.0,33.0,38.46,0.0455,0.0,20.2,0.94,128340410368.0
8601,大和証券グループ本社,TOPIX Mid400,証券、商品先物取引業,8601.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,1586.62,1121.76,34.33,0.003228,7.0,12.0,19.0,47.79,0.1768,6.0,14.66,1.29,2209991360512.0
8604,野村ホールディングス,TOPIX Large70,証券、商品先物取引業,8604.T,上昇トレンド|高ボラ（荒い）,1442.55,1034.47,32.95,0.003331,10.0,15.0,25.0,44.54,0.1069,1.0,12.15,1.15,4207179988992.0
8630,ＳＯＭＰＯホールディングス,TOPIX Large70,保険業,8630.T,上昇トレンド|ブレイク気味,5811.3,4508.95,25.24,0.002195,7.0,11.0,18.0,153.79,0.1895,6.0,12.92,1.06,5274641367040.0
8697,日本取引所グループ,TOPIX Large70,その他金融業,8697.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,1808.72,1520.57,17.31,0.00092,10.0,10.0,20.0,63.75,0.1704,4.0,30.21,5.93,1899063541760.0
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,TOPIX Large70,保険業,8725.T,上昇トレンド|ブレイク気味,4155.2,3203.8,25.86,0.001923,8.0,9.0,17.0,91.86,0.124,6.0,8.71,1.35,6165410349056.0
8729,ソニーフィナンシャルグループ,TOPIX Core30,保険業,8729.T,データ不足,,,,,,,,,,,0.87,1.59,1039061417984.0
8750,第一生命ホールディングス,TOPIX Large70,保険業,8750.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,1437.45,1088.42,27.64,0.001956,7.0,15.0,22.0,40.57,0.1862,6.0,13.77,1.36,5523789840384.0
8766,東京海上ホールディングス,TOPIX Core30,保険業,8766.T,下降トレンド,6394.1,5508.9,14.87,-0.000705,15.0,12.0,27.0,128.07,0.1592,0.0,11.36,2.23,11736268668928.0
8795,Ｔ＆Ｄホールディングス,TOPIX Mid400,保険業,8795.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,3992.25,3263.9,20.08,0.000471,12.0,9.0,21.0,120.64,0.1692,6.0,15.9,1.22,1933454213120.0
8801,三井不動産,TOPIX Large70,不動産業,8801.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,1900.65,1568.91,19.12,0.001866,8.0,15.0,23.0,61.82,0.2913,6.0,18.12,1.75,5571125706752.0
8802,三菱地所,TOPIX Large70,不動産業,8802.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,4239.9,3156.36,29.3,0.00287,7.0,11.0,18.0,169.21,0.4004,6.0,30.39,2.31,5844651474944.0
8804,東京建物,TOPIX Mid400,不動産業,8804.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,3835.35,2780.64,31.88,0.003382,8.0,15.0,23.0,126.21,0.2379,6.0,14.35,1.43,842696163328.0
8830,住友不動産,TOPIX Large70,不動産業,8830.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,4631.1,3060.92,40.83,0.003774,8.0,9.0,17.0,168.21,0.319,6.0,22.62,1.86,4473598509056.0
8876,リログループ,TOPIX Mid400,サービス業,8876.T,レンジ（波型）|ブレイク気味,1831.65,1658.95,9.9,6.1e-05,14.0,19.0,33.0,38.32,0.0748,3.0,14.18,3.54,276454080512.0
9001,東武鉄道,TOPIX Mid400,陸運業,9001.T,上昇トレンド|ブレイク気味,2962.6,2500.8,16.91,0.000527,8.0,16.0,24.0,56.57,0.1792,6.0,12.02,0.99,591726575616.0
9003,相鉄ホールディングス,TOPIX Mid400,陸運業,9003.T,上昇トレンド|ブレイク気味,2889.82,2547.6,12.59,0.001114,9.0,12.0,21.0,47.18,0.0722,6.0,14.06,1.44,277928148992.0
9005,東急,TOPIX Mid400,陸運業,9005.T,レンジ（波型）|ブレイク気味,1900.52,1708.97,10.61,-0.000115,14.0,14.0,28.0,32.64,0.1848,4.0,13.16,1.29,1129894117376.0
9006,京浜急行電鉄,TOPIX Mid400,陸運業,9006.T,レンジ（波型）|ブレイク気味,1573.12,1427.47,9.71,0.00017,22.0,14.0,36.0,30.64,0.0836,5.0,16.21,1.1,412852584448.0
9007,小田急電鉄,TOPIX Mid400,陸運業,9007.T,レンジ（波型）,1744.24,1614.3,7.74,0.000138,17.0,12.0,29.0,28.39,0.0804,0.0,14.27,1.21,600509579264.0
9008,京王電鉄,TOPIX Mid400,陸運業,9008.T,上昇トレンド|ブレイク気味,4079.3,3656.89,10.92,0.000677,20.0,15.0,35.0,61.43,0.0923,2.0,12.42,1.1,480269729792.0
9009,京成電鉄,TOPIX Mid400,陸運業,9009.T,下降トレンド|ブレイク気味,1399.11,1223.38,13.4,-0.000999,12.0,19.0,31.0,30.21,0.1255,2.0,8.8,1.13,630034333696.0
9020,東日本旅客鉄道,TOPIX Large70,陸運業,9020.T,上昇トレンド,4149.15,3579.37,14.74,0.001071,15.0,22.0,37.0,96.86,0.0917,0.0,18.35,1.41,4244868956160.0
9021,西日本旅客鉄道,TOPIX Large70,陸運業,9021.T,レンジ（波型）|ブレイク気味,3400.48,3039.85,11.2,-0.000275,9.0,16.0,25.0,66.21,0.1765,5.0,11.78,1.27,1509968183296.0
9022,東海旅客鉄道,TOPIX Large70,陸運業,9022.T,上昇トレンド|ブレイク気味,4640.25,3915.86,16.93,0.000965,9.0,12.0,21.0,112.71,0.18,6.0,8.65,0.89,4417215528960.0
9023,東京地下鉄,TOPIX Mid400,陸運業,9023.T,下降トレンド,1727.17,1566.4,9.76,-0.000359,19.0,13.0,32.0,29.93,0.075,1.0,17.04,1.36,987597897728.0
9024,西武ホールディングス,TOPIX Mid400,陸運業,9024.T,下降トレンド,5647.96,4134.15,30.95,-0.002713,11.0,10.0,21.0,132.21,0.1469,0.0,6.18,2.09,1133322174464.0
9031,西日本鉄道,TOPIX Mid400,陸運業,9031.T,上昇トレンド|ブレイク気味,2939.7,2212.12,28.25,0.003047,11.0,16.0,27.0,68.61,0.1551,6.0,8.67,0.89,238828421120.0
9041,近鉄グループホールディングス,TOPIX Mid400,陸運業,9041.T,上昇トレンド|ブレイク気味,3297.2,2864.57,14.04,0.000648,7.0,14.0,21.0,59.93,0.0834,6.0,12.9,1.07,627704135680.0
9042,阪急阪神ホールディングス,TOPIX Mid400,陸運業,9042.T,下降トレンド|ブレイク気味,4505.5,3871.9,15.13,-0.000486,15.0,17.0,32.0,90.79,0.1398,5.0,15.43,0.99,1081412681728.0
9044,南海電気鉄道,TOPIX Mid400,陸運業,9044.T,上昇トレンド|ブレイク気味,3038.3,2604.51,15.38,0.001189,19.0,9.0,28.0,57.07,0.0996,2.0,14.22,1.01,328369537024.0
9045,京阪ホールディングス,TOPIX Mid400,陸運業,9045.T,上昇トレンド|ブレイク気味,3503.0,3168.25,10.04,0.000366,11.0,7.0,18.0,63.0,0.0638,4.0,12.41,1.06,349626662912.0
9048,名古屋鉄道,TOPIX Mid400,陸運業,9048.T,レンジ（波型）|ブレイク気味,1798.62,1596.97,11.88,-5.5e-05,9.0,13.0,22.0,26.75,0.0846,4.0,10.86,0.74,357147049984.0
9064,ヤマトホールディングス,TOPIX Mid400,陸運業,9064.T,下降トレンド|ブレイク気味,2472.0,1911.35,25.58,-0.001875,11.0,8.0,19.0,43.61,0.1709,6.0,17.45,1.01,590918975488.0
9065,山九,TOPIX Mid400,陸運業,9065.T,上昇トレンド|ブレイク気味,9398.6,7865.75,17.76,0.001369,8.0,13.0,21.0,213.71,0.131,6.0,16.67,1.71,494160576512.0
9069,センコーグループホールディングス,TOPIX Mid400,陸運業,9069.T,未分類,2086.96,1839.95,12.58,-0.000333,16.0,7.0,23.0,41.0,0.1071,0.0,19.72,1.51,331337957376.0
9072,ニッコンホールディングス,TOPIX Mid400,陸運業,9072.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,3730.35,3195.06,15.46,0.001066,9.0,11.0,20.0,111.21,0.1228,6.0,31.85,1.96,464219668480.0
9076,セイノーホールディングス,TOPIX Mid400,陸運業,9076.T,上昇トレンド|ブレイク気味,2461.57,2164.4,12.85,0.001038,11.0,27.0,38.0,38.14,0.0848,6.0,18.66,0.94,384639205376.0
9101,日本郵船,TOPIX Large70,海運業,9101.T,下降トレンド,5401.21,4882.7,10.08,-0.000376,12.0,22.0,34.0,103.57,0.0516,0.0,6.97,0.72,2064698572800.0
9104,商船三井,TOPIX Large70,海運業,9104.T,上昇トレンド|ブレイク気味,5056.3,4372.45,14.51,0.000551,9.0,25.0,34.0,118.0,0.1416,6.0,6.16,0.65,1769538715648.0
9107,川崎汽船,TOPIX Mid400,海運業,9107.T,レンジ（波型）|ブレイク気味,2318.53,2066.93,11.47,0.000269,12.0,23.0,35.0,48.61,0.0939,4.0,7.63,0.83,1448128020480.0
9142,九州旅客鉄道,TOPIX Mid400,陸運業,9142.T,レンジ（波型）|ブレイク気味,4109.26,3893.9,5.38,7.4e-05,30.0,26.0,56.0,61.79,0.0651,2.0,14.2,1.26,610301247488.0
9143,ＳＧホールディングス,TOPIX Mid400,陸運業,9143.T,未分類,1603.02,1426.95,11.62,-0.000549,14.0,17.0,31.0,39.11,0.0492,0.0,16.56,1.69,895394906112.0
