code,name,size_category,sector_33,ticker,wave_types,range_high,range_low,range_pct,slope,touch_high,touch_low,touch_total,atr,bandwidth,breakout_days,per,pbr,market_cap
2511,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジなし）連動型上場投信,ETF,ETF・ETN,2511.T,上昇トレンド,1193.67,1090.13,9.07,0.000823,19.0,19.0,38.0,9.0,0.035,0.0,,,
1698,上場インデックスファンド日本高配当（東証配当フォーカス１００）,ETF,ETF・ETN,1698.T,上昇トレンド|ブレイク気味,4143.85,3282.75,23.19,0.002099,7.0,17.0,24.0,72.57,0.1337,6.0,16.18,,
2630,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信（為替ヘッジあり）,ETF,ETF・ETN,2630.T,上昇トレンド,14840.25,13897.66,6.56,0.000493,33.0,16.0,49.0,164.64,0.0358,1.0,29.57,,
316A,ｉＦｒｅｅＥＴＦ　ＦＡＮＧ＋,ETF,ETF・ETN,316A.T,レンジ（波型）|ブレイク気味,2401.05,2065.95,15.0,0.000191,18.0,12.0,30.0,55.36,0.1546,3.0,,,
2644,グローバルＸ　半導体関連－日本株式　ＥＴＦ,ETF,ETF・ETN,2644.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,3254.5,1831.82,55.94,0.004454,7.0,10.0,17.0,110.14,0.1395,6.0,29.3,,
2529,ＮＥＸＴ　ＦＵＮＤＳ　野村株主還元７０連動型上場投信,ETF,ETF・ETN,2529.T,上昇トレンド|ブレイク気味,2230.5,1776.51,22.66,0.001889,7.0,11.0,18.0,44.21,0.138,6.0,16.36,,
354A,ｉＦｒｅｅＥＴＦ　ブルームバーグ日本株高配当５０指数,ETF,ETF・ETN,354A.T,上昇トレンド|ブレイク気味,3011.0,2402.37,22.49,0.002021,7.0,15.0,22.0,63.0,0.1455,6.0,12.22,,
2567,ＮＺＡＭ　上場投信　Ｓ＆Ｐ／ＪＰＸカーボン・エフィシェント指数,ETF,ETF・ETN,2567.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,494.69,405.94,19.71,0.001787,7.0,25.0,32.0,18.9,0.1268,5.0,17.54,,
2648,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,ETF,ETF・ETN,2648.T,レンジ（波型）,3566.45,3497.71,1.95,-1e-05,53.0,72.0,125.0,15.79,0.0219,0.0,,,
2856,ｉシェアーズ　米国債３－７年　ＥＴＦ（為替ヘッジあり）,ETF,ETF・ETN,2856.T,レンジ（波型）,678.31,670.69,1.13,-2.5e-05,103.0,102.0,205.0,1.59,0.0136,0.0,,,
1360,日経平均ベア２倍上場投信,ETF,ETF・ETN,1360.T,下降トレンド|ブレイク気味|高ボラ（荒い）,213.52,118.93,56.9,-0.005188,9.0,7.0,16.0,5.29,0.2651,6.0,,,
2561,ｉシェアーズ・コア　日本国債　ＥＴＦ,ETF,ETF・ETN,2561.T,下降トレンド,2172.8,2066.95,4.99,-0.000466,59.0,22.0,81.0,18.5,0.0285,1.0,,,
1657,ｉシェアーズ・コア　ＭＳＣＩ　先進国株（除く日本）ＥＴＦ,ETF,ETF・ETN,1657.T,上昇トレンド,6582.05,5672.48,14.84,0.001339,15.0,15.0,30.0,95.41,0.0488,0.0,24.44,,
2552,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型（ミニ）,ETF,ETF・ETN,2552.T,上昇トレンド,2182.88,2014.68,8.01,0.00069,15.0,24.0,39.0,29.13,0.0259,0.0,22.73,,
2865,グローバルＸ　ＮＡＳＤＡＱ１００・カバード・コール　ＥＴＦ,ETF,ETF・ETN,2865.T,上昇トレンド,1222.96,1029.68,17.16,0.001607,11.0,15.0,26.0,14.21,0.0552,0.0,32.24,,
2521,上場インデックスファンド米国株式（Ｓ＆Ｐ５００）為替ヘッジあり,ETF,ETF・ETN,2521.T,上昇トレンド,1997.94,1870.07,6.61,0.000496,38.0,16.0,54.0,23.79,0.0363,0.0,26.91,,
1656,ｉシェアーズ・コア　米国債７－１０年　ＥＴＦ,ETF,ETF・ETN,1656.T,上昇トレンド,316.91,290.6,8.66,0.000736,29.0,14.0,43.0,2.42,0.0452,0.0,,,
1496,ｉシェアーズ　米ドル建て投資適格社債　ＥＴＦ（為替ヘッジあり）,ETF,ETF・ETN,1496.T,レンジ（波型）,1752.13,1708.91,2.5,-1.2e-05,38.0,48.0,86.0,6.0,0.0172,0.0,,,
2527,ＮＺＡＭ　上場投信　東証ＲＥＩＴ　Ｃｏｒｅ指数,ETF,ETF・ETN,2527.T,上昇トレンド,1229.95,1130.68,8.41,0.000736,16.0,22.0,38.0,12.04,0.0425,0.0,23.43,,
399A,上場インデックスファンド日経平均高配当株５０,ETF,ETF・ETN,399A.T,上昇トレンド|ブレイク気味,2121.5,1639.46,25.63,0.002326,7.0,14.0,21.0,47.0,0.1551,6.0,15.02,,
2528,ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ　Ｃｏｒｅ指数,ETF,ETF・ETN,2528.T,上昇トレンド,1235.05,1131.9,8.72,0.000751,11.0,19.0,30.0,12.5,0.0272,0.0,23.36,,
2566,上場インデックスファンド日経ＥＳＧリート,ETF,ETF・ETN,2566.T,上昇トレンド,1148.04,1059.73,8.0,0.000679,16.0,20.0,36.0,21.43,0.0429,1.0,22.65,,
1550,ＭＡＸＩＳ　海外株式（ＭＳＣＩコクサイ）上場投信,ETF,ETF・ETN,1550.T,上昇トレンド,7337.2,6368.16,14.14,0.001292,17.0,14.0,31.0,90.86,0.0474,0.0,28.05,,
2634,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　指数（為替ヘッジあり）連動型上場投信,ETF,ETF・ETN,2634.T,上昇トレンド,2938.05,2745.66,6.77,0.000502,32.0,16.0,48.0,32.14,0.0363,1.0,2.64,,
1579,日経平均ブル２倍上場投信,ETF,ETF・ETN,1579.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,546.18,334.86,47.97,0.004046,7.0,12.0,19.0,23.06,0.2508,6.0,,,
2515,ＮＥＸＴ　ＦＵＮＤＳ　外国ＲＥＩＴ・Ｓ＆Ｐ先進国ＲＥＩＴ指数（除く日本・為替ヘッジなし）連動型上場投信,ETF,ETF・ETN,2515.T,上昇トレンド|ブレイク気味,1544.15,1381.04,11.15,0.000926,14.0,19.0,33.0,17.36,0.083,6.0,19.8,,
1677,上場インデックスファンド海外債券（ＦＴＳＥ　ＷＧＢＩ）毎月分配型,ETF,ETF・ETN,1677.T,上昇トレンド,60501.34,55453.73,8.71,0.000784,14.0,26.0,40.0,361.68,0.0359,1.0,,,
1680,上場インデックスファンド海外先進国株式（ＭＳＣＩ－ＫＯＫＵＳＡＩ）,ETF,ETF・ETN,1680.T,上昇トレンド,7516.35,6500.76,14.49,0.001298,14.0,14.0,28.0,95.07,0.0503,0.0,26.4,,
